16 1000 8037
8 649 9.313000e+01 -8.130005e+00
10 649 -1.400100e+02 1.905100e+02
15 649 -8.900000e+01 1.942700e+02
0 650 1.881200e+02 -4.754999e+01
1 650 3.286000e+02 -7.384998e+01
2 650 3.595699e+02 2.378998e+01
3 650 2.597800e+02 -2.808200e+02
10 650 1.299000e+02 1.057100e+02
15 650 2.265900e+02 9.809000e+01
0 651 1.745000e+02 -6.134003e+01
1 651 3.109500e+02 -8.321002e+01
2 651 3.520601e+02 7.900024e+00
6 651 1.804400e+02 8.760010e+00
7 651 9.977002e+01 8.285999e+01
8 651 3.186500e+02 -4.273001e+01
13 651 5.352000e+02 -2.597800e+02
15 651 2.096200e+02 7.750000e+01
0 652 -3.521002e+01 6.559998e+00
1 652 1.327100e+02 4.463000e+01
3 652 7.020020e+00 -3.032900e+02
4 652 -2.646200e+02 -3.835800e+02
6 652 -8.937000e+01 6.400024e+00
7 652 -1.246900e+02 1.121000e+02
8 652 1.066600e+02 -4.010001e+01
10 652 -1.349000e+02 1.448400e+02
13 652 3.350300e+02 -2.200300e+02
15 652 -8.265002e+01 1.416000e+02
0 653 7.090027e+00 -2.256000e+01
1 653 1.611000e+02 4.890015e+00
2 653 1.610700e+02 1.300049e-01
3 653 7.327002e+01 -3.091200e+02
4 653 -2.889000e+02 -4.176200e+02
6 653 -1.978003e+01 -6.440002e+00
7 653 -7.445001e+01 9.157001e+01
8 653 1.610500e+02 -4.692999e+01
9 653 2.689001e+01 9.154999e+01
10 653 -8.271002e+01 1.153700e+02
13 653 3.808199e+02 -2.409100e+02
15 653 -2.181000e+01 1.070700e+02
0 654 1.453003e+01 -2.770001e+01
1 654 1.666200e+02 -2.780029e+00
2 654 1.730700e+02 -1.469971e+00
3 654 8.445001e+01 -3.106100e+02
7 654 -6.537000e+01 8.806000e+01
9 654 3.765997e+01 9.029999e+01
10 654 -7.337000e+01 1.102500e+02
13 654 3.897600e+02 -2.445600e+02
15 654 -1.107001e+01 1.009400e+02
0 655 2.440002e+01 -3.365002e+01
1 655 1.735300e+02 -1.089001e+01
2 655 1.865700e+02 -3.869995e+00
9 655 4.821002e+01 8.895001e+01
13 655 3.990000e+02 -2.487000e+02
15 655 2.979980e+00 9.441000e+01
0 656 1.463500e+02 -7.447998e+01
1 656 2.793300e+02 -8.770001e+01
2 656 3.284500e+02 -1.182001e+01
3 656 2.316400e+02 -3.166800e+02
6 656 1.559700e+02 -1.479999e+01
7 656 7.470001e+01 6.515997e+01
8 656 2.985900e+02 -5.920001e+01
13 656 5.125300e+02 -2.734300e+02
15 656 1.732400e+02 5.584003e+01
0 657 1.463500e+02 -7.447998e+01
1 657 2.793300e+02 -8.770001e+01
2 657 3.284500e+02 -1.182001e+01
3 657 2.316400e+02 -3.166800e+02
4 657 -3.477900e+02 -5.306400e+02
6 657 1.559700e+02 -1.479999e+01
7 657 7.470001e+01 6.515997e+01
8 657 2.985900e+02 -5.920001e+01
10 657 8.410999e+01 7.044000e+01
13 657 5.125300e+02 -2.734300e+02
15 657 1.732400e+02 5.584003e+01
0 658 -1.558002e+01 -2.339001e+01
1 658 1.403900e+02 1.041998e+01
2 658 1.333300e+02 -1.109003e+01
3 658 4.621997e+01 -3.211100e+02
6 658 -4.839001e+01 -1.781000e+01
7 658 -9.795001e+01 8.639999e+01
8 658 1.382400e+02 -5.651999e+01
10 658 -1.091900e+02 1.125000e+02
12 658 -3.600000e+01 3.671002e+01
13 658 3.593500e+02 -2.439700e+02
15 658 -5.233002e+01 1.035800e+02
0 659 1.419000e+02 -8.204999e+01
1 659 2.716700e+02 -9.356000e+01
2 659 3.267500e+02 -2.135999e+01
3 659 2.313600e+02 -3.251100e+02
6 659 1.532400e+02 -2.525000e+01
7 659 7.122998e+01 5.690002e+01
8 659 2.967400e+02 -6.695001e+01
10 659 7.928003e+01 6.106000e+01
12 659 1.695600e+02 2.115997e+01
15 659 1.681000e+02 4.503003e+01
0 660 -6.535999e+01 -3.159973e+00
1 660 1.038400e+02 4.370001e+01
3 660 -3.322998e+01 -3.341800e+02
4 660 -2.675800e+02 -3.576300e+02
6 660 -1.307600e+02 -1.817999e+01
7 660 -1.558700e+02 9.451999e+01
8 660 7.354999e+01 -6.202002e+01
10 660 -1.692000e+02 1.310600e+02
12 660 -1.120300e+02 3.732001e+01
13 660 3.043700e+02 -2.335300e+02
15 660 -1.212800e+02 1.239200e+02
0 661 4.910400e+02 4.087800e+02
1 661 8.599200e+02 2.918800e+02
2 661 2.692900e+02 2.910800e+02
3 661 1.279500e+02 -3.687000e+01
6 661 1.731100e+02 5.438200e+02
7 661 2.769900e+02 5.478300e+02
8 661 2.886600e+02 2.183700e+02
9 661 8.481000e+01 3.365900e+02
11 661 5.961899e+02 -3.219900e+02
12 661 2.842400e+02 5.332900e+02
13 661 6.460601e+02 1.359900e+02
0 662 -1.821997e+01 -8.539978e+00
1 662 1.426700e+02 2.546997e+01
2 662 1.245300e+02 1.849976e+00
3 662 3.771002e+01 -3.073300e+02
7 662 -1.032800e+02 9.995001e+01
10 662 -1.132200e+02 1.290900e+02
13 662 3.553300e+02 -2.321300e+02
15 662 -5.809998e+01 1.226200e+02
0 663 -4.523999e+01 -8.880005e+00
1 663 1.192800e+02 3.307001e+01
2 663 8.427002e+01 -1.365002e+01
3 663 -5.800171e-01 -3.258600e+02
4 663 -2.734500e+02 -3.741400e+02
6 663 -9.670001e+01 -1.528998e+01
7 663 -1.328500e+02 9.382001e+01
8 663 1.000300e+02 -5.750000e+01
10 663 -1.447700e+02 1.246100e+02
12 663 -8.100000e+01 3.979999e+01
13 663 3.266100e+02 -2.359800e+02
15 663 -9.384998e+01 1.185100e+02
0 664 5.825000e+01 -6.165997e+01
1 664 1.970000e+02 -4.839001e+01
2 664 2.358800e+02 -2.100000e+01
7 664 -1.485999e+01 6.237000e+01
10 664 -1.945001e+01 7.520001e+01
15 664 5.165002e+01 6.088000e+01
0 665 5.825000e+01 -6.165997e+01
1 665 1.970000e+02 -4.839001e+01
2 665 2.358800e+02 -2.100000e+01
3 665 1.454300e+02 -3.273000e+02
4 665 -3.235300e+02 -4.581100e+02
6 665 5.487000e+01 -2.915997e+01
7 665 -1.485999e+01 6.237000e+01
8 665 2.210100e+02 -6.589001e+01
10 665 -1.945001e+01 7.520001e+01
15 665 5.165002e+01 6.088000e+01
0 666 8.319000e+01 -8.078003e+01
1 666 2.152800e+02 -7.433002e+01
2 666 2.686801e+02 -3.406000e+01
3 666 1.769800e+02 -3.391700e+02
4 666 -3.416400e+02 -4.782700e+02
6 666 9.060999e+01 -4.294000e+01
7 666 1.346997e+01 4.809003e+01
8 666 2.479100e+02 -7.703998e+01
9 666 1.173000e+02 6.719000e+01
10 666 1.162000e+01 5.609998e+01
12 666 1.032600e+02 6.580017e+00
13 666 4.580300e+02 -2.839500e+02
15 666 8.845001e+01 3.875000e+01
0 667 8.887000e+01 -5.883002e+01
1 667 2.268600e+02 -5.441998e+01
2 667 2.678600e+02 -8.049988e+00
3 667 1.751500e+02 -3.139500e+02
6 667 9.113000e+01 -1.403003e+01
7 667 1.550000e+01 7.112000e+01
8 667 2.483900e+02 -5.500000e+01
10 667 1.577002e+01 8.194000e+01
13 667 4.608800e+02 -2.645700e+02
15 667 9.290002e+01 6.919000e+01
0 668 -3.055400e+02 3.808100e+02
1 668 3.889001e+01 4.664900e+02
2 668 -5.858600e+02 1.133400e+02
5 668 9.441998e+01 -2.767700e+02
7 668 -5.162100e+02 4.103100e+02
8 668 -3.999800e+02 7.744000e+01
10 668 -4.996900e+02 5.657100e+02
11 668 -1.249400e+02 -3.713100e+02
12 668 -6.265200e+02 3.185400e+02
13 668 -5.290997e+01 5.307001e+01
14 668 1.157001e+01 -3.676400e+02
0 669 -3.972500e+02 4.260000e+02
1 669 -4.004999e+01 5.326200e+02
2 669 -6.844900e+02 1.705300e+02
5 669 8.940002e+00 -2.262300e+02
7 669 -6.177300e+02 4.479900e+02
8 669 -4.813900e+02 1.204400e+02
10 669 -6.191800e+02 6.142700e+02
11 669 -2.040800e+02 -3.311600e+02
12 669 -7.432500e+02 3.616200e+02
13 669 -1.253000e+02 8.895999e+01
14 669 -7.446002e+01 -3.191100e+02
0 670 -4.685500e+02 4.039200e+02
1 670 -1.131500e+02 5.276600e+02
5 670 -6.415002e+01 -2.482700e+02
8 670 -5.448600e+02 9.632001e+01
10 670 -7.047200e+02 5.810800e+02
11 670 -2.664800e+02 -3.487300e+02
12 670 -8.267700e+02 3.222500e+02
0 671 -4.407300e+02 3.924800e+02
1 671 -8.929999e+01 5.103200e+02
2 671 -7.320400e+02 1.271400e+02
5 671 -3.796997e+01 -2.612900e+02
7 671 -6.583500e+02 4.068300e+02
10 671 -6.680600e+02 5.691400e+02
11 671 -2.441600e+02 -3.590700e+02
12 671 -7.901300e+02 3.119500e+02
14 671 -1.203100e+02 -3.549500e+02
0 672 -3.226000e+02 4.420100e+02
1 672 3.657001e+01 5.305100e+02
2 672 -6.049800e+02 1.910100e+02
5 672 8.440002e+01 -2.104600e+02
7 672 -5.421600e+02 4.733300e+02
8 672 -4.164700e+02 1.388200e+02
11 672 -1.379400e+02 -3.178900e+02
12 672 -6.566500e+02 3.931600e+02
0 673 -5.460400e+02 3.291900e+02
1 673 -2.030100e+02 4.748500e+02
5 673 -1.509500e+02 -3.255900e+02
11 673 -3.403600e+02 -4.131400e+02
13 673 -2.492600e+02 -1.630005e+00
14 673 -2.336000e+02 -4.233200e+02
15 673 -8.211700e+02 5.164300e+02
0 674 -3.190000e+02 4.012700e+02
1 674 3.051001e+01 4.899900e+02
2 674 -6.004500e+02 1.391800e+02
4 674 -1.729999e+01 -1.689000e+02
5 674 8.359998e+01 -2.543400e+02
7 674 -5.326300e+02 4.304800e+02
8 674 -4.121900e+02 9.760001e+01
10 674 -5.189800e+02 5.895700e+02
11 674 -1.362800e+02 -3.533700e+02
12 674 -6.457500e+02 3.422900e+02
14 674 3.400269e-01 -3.453800e+02
0 675 -4.754700e+02 3.916000e+02
1 675 -1.224700e+02 5.176000e+02
5 675 -7.303003e+01 -2.615400e+02
10 675 -7.115300e+02 5.656300e+02
11 675 -2.735600e+02 -3.597400e+02
14 675 -1.546000e+02 -3.559000e+02
0 676 -5.499400e+02 3.263300e+02
1 676 -2.071800e+02 4.729600e+02
4 676 -3.878003e+01 -3.798999e+01
5 676 -1.567600e+02 -3.297100e+02
10 676 -7.934800e+02 4.781000e+02
11 676 -3.437700e+02 -4.159200e+02
13 676 -2.523800e+02 -3.820007e+00
14 676 -2.379200e+02 -4.264000e+02
15 676 -8.261600e+02 5.112500e+02
0 677 -3.459500e+02 3.427100e+02
1 677 -9.530029e+00 4.397800e+02
2 677 -6.270600e+02 6.437000e+01
5 677 5.013000e+01 -3.173500e+02
7 677 -5.523100e+02 3.651800e+02
8 677 -4.346700e+02 3.810001e+01
10 677 -5.433200e+02 5.152200e+02
11 677 -1.629100e+02 -4.054300e+02
14 677 -3.177002e+01 -4.093600e+02
15 677 -5.427700e+02 5.608100e+02
0 678 -4.371500e+02 4.083000e+02
1 678 -8.239001e+01 5.245300e+02
2 678 -7.277900e+02 1.474800e+02
5 678 -3.225000e+01 -2.442800e+02
7 678 -6.569400e+02 4.244000e+02
10 678 -6.662500e+02 5.894100e+02
12 678 -7.882500e+02 3.327500e+02
13 678 -1.574200e+02 7.182001e+01
14 678 -1.149100e+02 -3.381200e+02
0 679 -5.499400e+02 3.263300e+02
1 679 -2.071800e+02 4.729600e+02
4 679 -3.878003e+01 -3.798999e+01
5 679 -1.567600e+02 -3.297100e+02
10 679 -7.934800e+02 4.781000e+02
11 679 -3.437700e+02 -4.159200e+02
13 679 -2.523800e+02 -3.820007e+00
14 679 -2.379200e+02 -4.264000e+02
15 679 -8.261600e+02 5.112500e+02
0 680 -5.586300e+02 3.733500e+02
1 680 -2.046400e+02 5.192100e+02
4 680 -1.284003e+01 -3.965997e+01
5 680 -1.570000e+02 -2.785000e+02
7 680 -7.815000e+02 3.721900e+02
10 680 -8.144100e+02 5.366600e+02
14 680 -2.390800e+02 -3.748100e+02
15 680 -8.478100e+02 5.766100e+02
0 681 -5.680700e+02 3.392500e+02
1 681 -2.211700e+02 4.893800e+02
5 681 -1.722700e+02 -3.152600e+02
7 681 -7.867800e+02 3.343900e+02
10 681 -8.201400e+02 4.931700e+02
11 681 -3.584500e+02 -4.039400e+02
15 681 -8.544200e+02 5.271900e+02
0 682 -4.011300e+02 3.989200e+02
1 682 -4.965002e+01 5.070600e+02
2 682 -6.882600e+02 1.354100e+02
5 682 1.890015e+00 -2.555200e+02
7 682 -6.175900e+02 4.183500e+02
8 682 -4.834900e+02 9.289001e+01
10 682 -6.197100e+02 5.801700e+02
11 682 -2.082900e+02 -3.549000e+02
12 682 -7.425600e+02 3.261200e+02
13 682 -1.289600e+02 6.503003e+01
14 682 -8.060999e+01 -3.482800e+02
0 683 -4.119300e+02 3.940500e+02
1 683 -6.138000e+01 5.050300e+02
2 683 -7.000200e+02 1.290700e+02
7 683 -6.282100e+02 4.120700e+02
10 683 -6.326500e+02 5.731200e+02
11 683 -2.182700e+02 -3.588600e+02
12 683 -7.553000e+02 3.184300e+02
13 683 -1.377100e+02 6.032001e+01
0 684 -4.461100e+02 3.948200e+02
1 684 -9.384003e+01 5.137900e+02
4 684 -1.056000e+01 -1.001200e+02
5 684 -4.327002e+01 -2.590600e+02
8 684 -5.238700e+02 8.751999e+01
10 684 -6.754900e+02 5.714600e+02
11 684 -2.479000e+02 -3.576800e+02
12 684 -7.974900e+02 3.136500e+02
13 684 -1.652700e+02 5.981000e+01
14 684 -1.253100e+02 -3.527300e+02
0 685 -3.904400e+02 4.214000e+02
1 685 -3.445001e+01 5.263900e+02
2 685 -6.771600e+02 1.643400e+02
7 685 -6.100000e+02 4.437400e+02
8 685 -4.747500e+02 1.157600e+02
10 685 -6.100600e+02 6.092000e+02
13 685 -1.197300e+02 8.479001e+01
14 685 -6.816998e+01 -3.244200e+02
0 686 -3.480100e+02 4.070700e+02
1 686 3.619995e+00 5.026600e+02
2 686 -6.315600e+02 1.457500e+02
5 686 5.571997e+01 -2.472600e+02
7 686 -5.636300e+02 4.334100e+02
8 686 -4.370000e+02 1.031100e+02
10 686 -5.553800e+02 5.944600e+02
13 686 -8.615997e+01 7.410999e+01
14 686 -2.778998e+01 -3.394100e+02
0 687 -5.602800e+02 3.419400e+02
1 687 -2.129700e+02 4.899600e+02
5 687 -1.649500e+02 -3.129000e+02
7 687 -7.781200e+02 3.382500e+02
10 687 -8.105400e+02 4.971400e+02
15 687 -8.439600e+02 5.321400e+02
0 688 -4.535200e+02 4.044000e+02
1 688 -9.873999e+01 5.240400e+02
5 688 -4.867999e+01 -2.492400e+02
8 688 -5.296600e+02 9.545999e+01
10 688 -6.860400e+02 5.832900e+02
11 688 -2.539000e+02 -3.494200e+02
12 688 -8.063900e+02 3.230800e+02
0 689 -3.682700e+02 4.159400e+02
1 689 -1.384998e+01 5.159400e+02
2 689 -6.529400e+02 1.573800e+02
5 689 3.628998e+01 -2.380700e+02
10 689 -5.819200e+02 6.039900e+02
11 689 -1.789700e+02 -3.401900e+02
12 689 -7.060500e+02 3.532700e+02
13 689 -1.022200e+02 8.076999e+01
14 689 -4.684003e+01 -3.301300e+02
0 690 -5.351800e+02 3.264900e+02
1 690 -1.930600e+02 4.698500e+02
5 690 -1.416000e+02 -3.302300e+02
11 690 -3.307700e+02 -4.160600e+02
15 690 -8.058800e+02 5.130900e+02
0 691 -5.438100e+02 4.032300e+02
1 691 -1.842700e+02 5.441100e+02
4 691 1.950012e+00 -5.084003e+01
5 691 -1.381300e+02 -2.472000e+02
7 691 -7.700800e+02 4.065900e+02
10 691 -8.007300e+02 5.749900e+02
11 691 -3.313500e+02 -3.489000e+02
13 691 -2.423400e+02 6.315002e+01
14 691 -2.198400e+02 -3.431400e+02
0 692 -5.035100e+02 1.737000e+02
1 692 -2.038500e+02 3.174800e+02
0 693 -5.039500e+02 3.728400e+02
1 693 -1.537500e+02 5.073300e+02
4 693 -1.826001e+01 -6.779999e+01
5 693 -1.032600e+02 -2.821000e+02
10 693 -7.436500e+02 5.396400e+02
13 693 -2.124600e+02 3.858002e+01
14 693 -1.850200e+02 -3.761100e+02
15 693 -7.704200e+02 5.829500e+02
0 694 -3.620300e+02 4.249400e+02
1 694 -6.150024e+00 5.235000e+02
2 694 -6.462700e+02 1.686300e+02
5 694 4.364001e+01 -2.277800e+02
7 694 -5.809900e+02 4.511900e+02
8 694 -4.502500e+02 1.205400e+02
10 694 -5.755500e+02 6.157800e+02
13 694 -9.678998e+01 8.926999e+01
0 695 -5.446200e+02 3.069500e+02
1 695 -2.066100e+02 4.535000e+02
4 695 -4.960999e+01 -3.839001e+01
0 696 -5.446200e+02 3.069500e+02
1 696 -2.066100e+02 4.535000e+02
4 696 -4.960999e+01 -3.839001e+01
5 696 -1.543800e+02 -3.512700e+02
11 696 -3.409000e+02 -4.336400e+02
15 696 -8.151600e+02 4.847300e+02
0 697 -5.680700e+02 3.392500e+02
1 697 -2.211700e+02 4.893800e+02
5 697 -1.722700e+02 -3.152600e+02
7 697 -7.867800e+02 3.343900e+02
10 697 -8.201400e+02 4.931700e+02
11 697 -3.584500e+02 -4.039400e+02
13 697 -2.666400e+02 6.739990e+00
14 697 -2.543400e+02 -4.120400e+02
15 697 -8.544200e+02 5.271900e+02
0 698 -4.896400e+02 3.967500e+02
1 698 -1.347500e+02 5.257800e+02
4 698 -5.820007e+00 -7.778998e+01
5 698 -8.579999e+01 -2.554500e+02
7 698 -7.108000e+02 4.058600e+02
8 698 -5.631900e+02 8.856000e+01
10 698 -7.304500e+02 5.708100e+02
11 698 -2.853500e+02 -3.553000e+02
13 698 -1.999700e+02 5.982001e+01
0 699 -3.682700e+02 4.159400e+02
1 699 -1.384998e+01 5.159400e+02
2 699 -6.529400e+02 1.573800e+02
5 699 3.628998e+01 -2.380700e+02
7 699 -5.857300e+02 4.404800e+02
10 699 -5.819200e+02 6.039900e+02
11 699 -1.789700e+02 -3.401900e+02
12 699 -7.060500e+02 3.532700e+02
13 699 -1.022200e+02 8.076999e+01
14 699 -4.684003e+01 -3.301300e+02
0 700 -5.627800e+02 3.374100e+02
1 700 -2.166500e+02 4.863300e+02
4 700 -3.177002e+01 -3.290997e+01
5 700 -1.675600e+02 -3.173700e+02
7 700 -7.805900e+02 3.330000e+02
10 700 -8.130800e+02 4.915400e+02
11 700 -3.534800e+02 -4.058500e+02
13 700 -2.621700e+02 5.500000e+00
14 700 -2.489600e+02 -4.141100e+02
15 700 -8.468900e+02 5.253200e+02
0 701 -5.154500e+02 3.989800e+02
1 701 -1.587500e+02 5.339400e+02
4 701 -2.469971e+00 -6.473999e+01
5 701 -1.110600e+02 -2.521600e+02
7 701 -7.392700e+02 4.058400e+02
8 701 -5.873700e+02 9.079001e+01
10 701 -7.635800e+02 5.718800e+02
11 701 -3.077000e+02 -3.528600e+02
13 701 -2.210100e+02 6.146997e+01
14 701 -1.932600e+02 -3.473400e+02
0 702 -3.481700e+02 4.287100e+02
1 702 8.409973e+00 5.233800e+02
2 702 -6.317200e+02 1.735500e+02
4 702 1.500244e-01 -1.559800e+02
5 702 5.765997e+01 -2.244800e+02
7 702 -5.668500e+02 4.561000e+02
8 702 -4.382200e+02 1.234300e+02
11 702 -1.610200e+02 -3.294500e+02
12 702 -6.848800e+02 3.718600e+02
13 702 -8.540997e+01 9.285001e+01
14 702 -2.564001e+01 -3.165100e+02
0 703 -4.444400e+02 4.115200e+02
1 703 -8.848999e+01 5.295000e+02
2 703 -7.360100e+02 1.517200e+02
7 703 -6.651200e+02 4.271100e+02
10 703 -6.761700e+02 5.925800e+02
12 703 -7.981800e+02 3.358300e+02
0 704 -3.777100e+02 -5.219971e+00
1 704 -1.517500e+02 1.207100e+02
7 704 -5.102800e+02 1.384998e+01
15 704 -5.364400e+02 7.715002e+01
0 705 -1.010000e+02 9.682001e+01
1 705 1.130500e+02 1.471700e+02
5 705 4.573700e+02 -5.723101e+02
6 705 -2.621400e+02 6.419000e+01
7 705 -2.217100e+02 1.801900e+02
8 705 -2.595001e+01 -2.170999e+01
10 705 -2.213400e+02 2.439400e+02
12 705 -2.144400e+02 1.176800e+02
13 705 2.351200e+02 -1.578100e+02
15 705 -1.797000e+02 2.545900e+02
0 706 2.707200e+02 5.072700e+02
1 706 6.717000e+02 4.486800e+02
2 706 -4.983002e+01 2.721700e+02
3 706 -1.916600e+02 -6.103003e+01
8 706 3.877002e+01 2.123000e+02
9 706 -1.943200e+02 3.086500e+02
11 706 3.917500e+02 -2.457700e+02
0 707 9.453998e+01 5.453998e+01
1 707 2.684200e+02 5.481000e+01
3 707 1.301900e+02 -2.104900e+02
6 707 5.042999e+01 1.101400e+02
7 707 1.750000e+00 1.836100e+02
8 707 2.159400e+02 3.707999e+01
10 707 1.031000e+01 2.142000e+02
12 707 7.040997e+01 1.630400e+02
13 707 4.511500e+02 -1.671900e+02
15 707 8.601001e+01 2.246100e+02
0 708 1.415400e+02 1.271002e+01
1 708 3.004800e+02 -4.998779e-02
2 708 2.928900e+02 7.509998e+01
3 708 1.935800e+02 -2.340400e+02
7 708 5.564001e+01 1.506100e+02
10 708 6.957001e+01 1.706000e+02
15 708 1.554500e+02 1.740200e+02
0 709 1.831899e+02 -9.880005e+00
1 709 3.354600e+02 -3.509998e+01
2 709 3.384301e+02 5.988000e+01
3 709 2.374200e+02 -2.479000e+02
4 709 -3.049600e+02 -5.610601e+02
6 709 1.707100e+02 6.787000e+01
7 709 9.947998e+01 1.347100e+02
10 709 1.195600e+02 1.483100e+02
12 709 1.935100e+02 1.155000e+02
13 709 5.357600e+02 -2.143300e+02
15 709 2.149200e+02 1.487900e+02
0 710 2.474200e+02 -7.190002e+01
1 710 3.840900e+02 -1.170200e+02
2 710 4.100800e+02 -7.000732e-02
6 710 2.491700e+02 1.462000e+01
7 710 1.694900e+02 8.251001e+01
8 710 3.700500e+02 -4.763000e+01
10 710 1.998700e+02 8.325000e+01
12 710 2.761899e+02 5.614001e+01
13 710 5.942500e+02 -2.650200e+02
15 710 3.119000e+02 7.275000e+01
0 711 3.828500e+02 4.624500e+02
1 711 7.862400e+02 3.712300e+02
2 711 4.940002e+01 2.235800e+02
5 711 7.909000e+02 -1.792800e+02
7 711 1.415200e+02 5.687300e+02
8 711 1.216900e+02 1.757100e+02
9 711 -1.085600e+02 2.710300e+02
11 711 5.021700e+02 -2.780300e+02
12 711 1.000800e+02 5.185400e+02
0 712 -2.638500e+02 5.716998e+01
1 712 -2.428998e+01 1.479000e+02
15 712 -3.875700e+02 1.775000e+02
0 713 -3.100600e+02 2.223999e+01
1 713 -8.017999e+01 1.282300e+02
2 713 -4.243100e+02 -2.323300e+02
10 713 -4.577600e+02 1.357700e+02
13 713 2.270020e+00 -2.540400e+02
15 713 -4.450300e+02 1.230800e+02
0 714 -1.991900e+02 3.403800e+02
1 714 1.349000e+02 4.002600e+02
2 714 -4.744200e+02 6.362000e+01
5 714 1.971700e+02 -3.227900e+02
7 714 -4.030500e+02 3.801600e+02
8 714 -3.091700e+02 4.048999e+01
13 714 3.190002e+01 2.226001e+01
14 714 1.145300e+02 -4.109100e+02
0 715 1.565997e+01 4.723000e+02
1 715 3.852100e+02 4.766000e+02
2 715 -2.745200e+02 2.294400e+02
4 715 -2.159973e+00 -3.669700e+02
8 715 -1.465100e+02 1.732300e+02
12 715 -2.831400e+02 4.769600e+02
14 715 3.287600e+02 -2.641900e+02
0 716 -4.524100e+02 4.170800e+02
1 716 -9.478003e+01 5.364600e+02
2 716 -7.448000e+02 1.592700e+02
5 716 -4.665002e+01 -2.346300e+02
8 716 -5.301900e+02 1.100900e+02
10 716 -6.866900e+02 5.988900e+02
12 716 -8.087200e+02 3.416800e+02
14 716 -1.291300e+02 -3.285400e+02
0 717 -1.152300e+02 -4.971801e+02
1 717 -8.898999e+01 -4.119400e+02
0 718 2.983400e+02 5.797000e+02
1 718 7.240500e+02 5.188000e+02
6 718 -1.736600e+02 6.797400e+02
8 718 4.941998e+01 2.717200e+02
9 718 -1.869300e+02 3.753300e+02
11 718 4.077900e+02 -1.834200e+02
13 718 4.225300e+02 2.551500e+02
14 718 5.974700e+02 -1.410500e+02
0 719 -2.752100e+02 4.217300e+02
1 719 7.834003e+01 4.989600e+02
7 719 -4.906300e+02 4.567900e+02
8 719 -3.756900e+02 1.185100e+02
12 719 -5.975000e+02 3.739800e+02
13 719 -2.765002e+01 8.964999e+01
0 720 -2.584900e+02 4.176100e+02
1 720 9.407001e+01 4.912100e+02
2 720 -5.376800e+02 1.606700e+02
4 720 -1.309998e+01 -2.035700e+02
5 720 1.450000e+02 -2.377200e+02
7 720 -4.732600e+02 4.546900e+02
8 720 -3.611800e+02 1.156200e+02
10 720 -4.475700e+02 6.148700e+02
11 720 -8.228003e+01 -3.391500e+02
12 720 -5.778300e+02 3.724600e+02
14 720 6.103998e+01 -3.272000e+02
0 721 2.268500e+02 -3.420001e+01
1 721 3.732500e+02 -7.283002e+01
2 721 3.830000e+02 3.928003e+01
3 721 2.781801e+02 -2.666900e+02
6 721 2.202200e+02 5.207001e+01
7 721 1.447500e+02 1.171300e+02
10 721 1.724900e+02 1.248500e+02
13 721 5.739900e+02 -2.327300e+02
0 722 8.159998e+01 -1.626001e+01
1 722 2.327400e+02 -1.034998e+01
3 722 1.502900e+02 -2.765500e+02
4 722 -2.946400e+02 -4.786300e+02
8 722 2.299000e+02 -2.254001e+01
9 722 9.551001e+01 1.225300e+02
10 722 3.099976e+00 1.308500e+02
12 722 8.226001e+01 7.813000e+01
13 722 4.505000e+02 -2.278100e+02
15 722 7.708002e+01 1.257200e+02
0 723 1.575200e+02 -1.488100e+02
1 723 2.663500e+02 -1.641800e+02
2 723 3.714100e+02 -8.290997e+01
3 723 2.768500e+02 -3.827700e+02
7 723 9.881000e+01 -6.109985e+00
10 723 1.036500e+02 -1.446997e+01
13 723 5.328300e+02 -3.375100e+02
15 723 1.983700e+02 -4.347998e+01
0 724 5.065200e+02 3.321400e+02
1 724 8.508600e+02 2.058500e+02
7 724 3.024301e+02 4.762100e+02
8 724 3.169000e+02 1.627200e+02
9 724 1.177900e+02 2.793400e+02
0 725 3.162800e+02 -1.061000e+02
1 725 4.463101e+02 -1.743200e+02
2 725 4.751899e+02 -2.903998e+01
7 725 2.387600e+02 5.853998e+01
10 725 2.827100e+02 5.144000e+01
13 725 6.542800e+02 -2.911600e+02
15 725 4.119500e+02 3.529999e+01
0 726 1.968700e+02 -1.006100e+02
1 726 3.230800e+02 -1.294400e+02
3 726 2.793500e+02 -3.374800e+02
15 726 2.460699e+02 2.717999e+01
0 727 -2.704300e+02 4.298900e+02
1 727 8.482001e+01 5.055900e+02
2 727 -5.510300e+02 1.756100e+02
4 727 -5.929993e+00 -1.977700e+02
5 727 1.340800e+02 -2.253800e+02
7 727 -4.871400e+02 4.659300e+02
8 727 -3.726900e+02 1.253000e+02
11 727 -9.279999e+01 -3.294600e+02
12 727 -5.943900e+02 3.832700e+02
13 727 -2.369000e+01 9.742001e+01
14 727 4.984998e+01 -3.143500e+02
0 728 -2.704300e+02 4.298900e+02
1 728 8.482001e+01 5.055900e+02
2 728 -5.510300e+02 1.756100e+02
7 728 -4.871400e+02 4.659300e+02
0 729 -1.444000e+01 5.471997e+01
1 729 1.662400e+02 8.576001e+01
3 729 9.919983e+00 -2.511800e+02
7 729 -1.118100e+02 1.629800e+02
10 729 -1.161000e+02 2.032000e+02
15 729 -6.113000e+01 2.094700e+02
0 730 3.272998e+01 -1.589800e+02
1 730 1.432700e+02 -1.352100e+02
3 730 1.623300e+02 -4.323600e+02
7 730 -2.340997e+01 -3.903998e+01
